Timecode,Month,Day,Hour,0.46[n/ml],0.66[n/ml],0.89[n/ml],1.15[n/ml],1.45[n/ml],1.85[n/ml],2.55[n/ml],3.5[n/ml],4.5[n/ml],5.75[n/ml],7.25[n/ml],9[n/ml],11[n/ml],13[n/ml],15[n/ml],16.5[n/ml],PM1[uq/m3],PM2.5[uq/m3],PM10[uq/m3],avg_DurationSample[s],avg_Flowrate[ml/s],NumberOfSamples,LONG,LAT,tempC,windspeedKmph,precipMM,RelHumidity%,visibility_km,pressure_mb,cloudcover%,HeatIndexC,DewPointC,sigWaveHeight_m,swellHeight_m,waterTempC,totConc(0.38-100um)[n/ml]
8.34005376344086,8,10,13,0.7889443386401395,0.3071012710644245,0.30565236287872377,0.2612859449667429,0.12884028166030492,0.1340491315426645,0.0603049405618851,0.014265590167393706,0.007134780404088583,0.0014055177252651366,0.0,0.0,0.0,0.0,0.0,0.0,0.19933259271919324,1.0565757990087161,2.379827807212442,3.0005128205128213,3.062435897435897,78,-5.928602,56.555850,21,3,0.0,57,10,1020,32,22,12,0.2,0.1,14,1.4193724136906867
8.341397849462366,8,10,14,0.8615340262463137,0.29845867559271955,0.33639606591664867,0.2562417235923894,0.1148726411422702,0.15099144379984406,0.04546272630721628,0.02341804957588,0.010879853436872429,0.005439297335795898,0.0,0.0,0.0,0.0,0.0,0.0,0.21328765374303102,1.1004817636293989,3.0793888581521043,3.0124358974358985,3.1937179487179495,78,-6.031887,56.621240,21,4,0.0,58,10,1020,33,23,12,0.3,0.1,14,1.4554481304426674
8.34274193548387,8,10,15,0.857329109512174,0.2622263906619187,0.2435534149728913,0.22196660485368525,0.08608341224393487,0.09452499051240981,0.03964109235440636,0.015105139339986884,0.0013924919618401497,0.002581299843585604,0.0014149515096117651,0.001282558385905401,0.0,0.0,0.0,0.0,0.17286560224581096,0.8003009035880339,2.577666461970347,2.999736842105264,3.2346052631578943,76,-6.065536,56.619960,21,4,0.0,58,10,1020,35,24,13,0.3,0.1,14,1.142637948885987
8.344086021505376,8,10,16,0.8326298498220872,0.28822657170296384,0.3294863024588886,0.23057033405605687,0.1258309802818881,0.11446552334789455,0.0767629157950066,0.0394945861751186,0.023349096139388754,0.010713387585176459,0.0031488967105536576,0.0,0.0,0.0,0.0,0.0,0.2073741396476343,0.9705216224405866,5.330515994978569,3.000129870129871,2.9402597402597404,77,-6.065540,56.619950,20,6,0.0,65,10,1020,43,22,13,0.3,0.1,14,1.4494227339005703
8.345430107526882,8,10,17,0.7606186083623829,0.23236284495146076,0.19844852585923306,0.1618983066888789,0.07302546592132751,0.05832554705791443,0.02718946198500969,0.014919681755933592,0.005968124761720466,0.011729330879543818,0.0027195175175152918,0.0013056330231149267,0.0,0.0,0.0,0.0,0.14683351612195655,0.5853823206843604,3.646560210572493,2.999342105263159,3.1247368421052633,76,-6.065572,56.619970,18,8,0.0,72,10,1020,50,19,13,0.3,0.1,14,0.9347259565236092
8.346774193548386,8,10,18,0.6428489535159064,0.19906246301510072,0.2084087433678944,0.15554497531101344,0.06284322003706679,0.07468893701029115,0.018086968173316904,0.011817147025661882,0.0012726882127690334,0.0012799193957961303,0.0,0.0,0.0,0.0,0.0,0.0,0.1393615966840872,0.6108587132816724,1.2211524599026846,2.99945945945946,3.5244594594594596,74,-6.065558,56.619950,17,10,0.0,78,10,1020,58,17,13,0.3,0.1,14,0.8723666582329975
8.348118279569892,8,10,19,1.128839908243799,0.3515151807647026,0.2904627111371099,0.16181495656018785,0.05973714118131784,0.08178797872034835,0.03754297714785879,0.0213906833987516,0.014405993587687863,0.003836530556589025,0.0012737607327079335,0.0012737607327079335,0.0,0.0,0.0,0.0,0.21680790465340452,0.7129567960739636,3.3276627815265956,3.002894736842106,3.392368421052632,76,-6.065557,56.619970,16,13,0.0,81,10,1020,55,16,12,0.3,0.1,14,1.2418495791733746
8.349462365591398,8,10,20,0.775905688320346,0.25988594018555783,0.24260028669948994,0.20036768036861793,0.08907381399775845,0.07958642710349746,0.033800418731031276,0.01353479705322161,0.0026747837923891253,0.005291114986071213,0.0,0.0013063859016923703,0.0,0.0,0.0,0.0,0.1686314105335985,0.73310300095131,2.4821071521231515,3.003376623376624,3.244415584415585,77,-6.065540,56.619970,15,15,0.0,83,10,1020,51,15,12,0.4,0.2,14,1.0967530593529258
8.350806451612902,8,10,21,1.318443041020341,0.2870198469237158,0.2834283297780355,0.22142523182165708,0.08287508692934017,0.10767215904473351,0.03199032115879911,0.019270877745781238,0.003798719015675175,0.002613319211493189,0.0027159509382982017,0.001351526684542859,0.0013431321088624687,0.0,0.0,0.0027594339208320173,0.21542340627973355,0.8803395035031567,3.0881316495112863,3.002857142857144,3.3162337662337658,77,-6.065540,56.619950,14,18,0.0,85,10,1020,47,14,12,0.4,0.2,14,1.2636873415615
8.352150537634408,8,10,22,1.1889372055369336,0.26106990379733735,0.2270554189556592,0.20838706628888432,0.0685966751699548,0.1088223311695505,0.04646410451727669,0.02057855022135199,0.002986590119195219,0.0013257574251033224,0.0013640004277505335,0.0,0.0013216401660191505,0.0,0.0,0.0,0.18323389224614853,0.8193301557579368,2.2300119159077356,3.0125641025641037,3.1170512820512823,78,-6.065557,56.619970,14,15,0.0,84,10,1020,48,14,12,0.4,0.2,14,1.1312059305042317
