Timecode,Month,Day,Hour,0.46[n/ml],0.66[n/ml],0.89[n/ml],1.15[n/ml],1.45[n/ml],1.85[n/ml],2.55[n/ml],3.5[n/ml],4.5[n/ml],5.75[n/ml],7.25[n/ml],9[n/ml],11[n/ml],13[n/ml],15[n/ml],16.5[n/ml],PM1[uq/m3],PM2.5[uq/m3],PM10[uq/m3],avg_DurationSample[s],avg_Flowrate[ml/s],NumberOfSamples,LONG,LAT,tempC,windspeedKmph,precipMM,RelHumidity%,visibility_km,pressure_mb,cloudcover%,HeatIndexC,DewPointC,sigWaveHeight_m,swellHeight_m,waterTempC,totConc[0.38-100um][n/ml]
7.76478,7,23,17,2.04087e+06,199’772,109’445,52’030.5,43’948.7,76’538.5,37’607.9,17’418,6’116.76,0,1’265.46,0,0,0,0,0,0.174789,0.539411,1.80073,3.02098,3.2322,82,-4.64227,53.32,16,16,0,91,10,1’012,100,16,14,0.7,0.5,14,718’932
7.76613,7,23,18,3.90623e+06,423’846,182’557,92’249.5,49’561.7,60’605.9,31’543.2,22’996.7,7’829.76,11’752.9,3’700.23,0,0,0,0,0,0.330018,0.682991,3.75323,3.01218,3.36333,78,-4.64226,53.3199,16,12,0,91,10,1’012,100,16,14,0.7,0.5,14,1.21666e+06
7.76747,7,23,19,6.23349e+06,656’466,226’909,59’916.5,39’069.9,53’648.9,37’829.9,25’009,11’251.2,2’433.66,2’534.95,0,1’204.47,0,0,0,0.500021,0.787519,2.96195,3.01688,3.34787,80,-4.64227,53.32,15,10,0,90,10,1’012,94,15,14,0.7,0.5,14,1.61629e+06
7.76882,7,23,20,9.69929e+06,1.43483e+06,477’962,77’728.3,33’986.7,42’305.4,32’287.2,14’850.5,13’061.2,6’769.48,3’870.92,1’179.76,0,0,0,0,0.886018,1.14261,4.27375,3.02241,3.28924,79,-4.64226,53.32,15,8,0.1,89,10,1’012,87,15,14,0.6,0.4,14,3.02485e+06
7.77016,7,23,21,1.03952e+07,1.49973e+06,527’821,96’638.6,25’781.4,43’954.3,40’349.3,26’303.6,19’893.8,15’024.2,6’074.71,2’308.54,1’292.59,0,0,0,0.949696,1.21421,6.69112,3.01263,3.349,80,-4.64226,53.32,15,6,0.1,88,10,1’012,81,15,14,0.6,0.4,14,3.25487e+06
7.77151,7,23,22,1.28091e+07,1.61564e+06,537’535,129’860,57’438.8,81’700.5,54’300.8,31’575.2,7’289.87,6’119.62,2’870.23,2’643.67,0,0,0,0,1.09367,1.56042,5.27866,3.02675,3.30113,80,-4.64226,53.32,15,7,0.1,89,10,1’012,78,15,13,0.6,0.4,14,3.62064e+06
7.77285,7,23,23,3.03185e+07,4.80068e+06,1.74832e+06,323’866,86’286.7,88’648.2,77’692.9,21’351.1,9’949.67,8’775.21,7’449.71,3’673.49,1’225.47,0,0,0,2.9115,3.60011,8.98676,3.06506,3.27025,79,-4.64222,53.32,15,7,0.1,89,10,1’012,76,15,13,0.5,0.4,14,1.00894e+07
7.77419,7,24,0,2.41391e+07,3.50049e+06,1.30375e+06,223’908,58’187.1,58’363.3,48’014,23’989.8,15’294.4,7’233.71,1’398.51,0,0,0,0,0,2.23758,2.70224,5.38427,2.97726,3.2274,73,-4.64226,53.32,15,8,0.1,89,10,1’012,73,15,13,0.5,0.4,14,7.4782e+06
7.77554,7,24,1,1.84377e+07,2.81916e+06,1.09716e+06,244’937,52’848,67’986.3,30’543.2,27’449,3’970.53,5’062.81,2’529.08,2’392.96,0,0,0,0,1.76795,2.27259,5.26114,3.02388,3.29713,80,-4.64227,53.32,14,10,0.1,90,10,1’012,64,14,13,0.5,0.4,14,6.12198e+06
7.77688,7,24,2,3.05086e+07,8.55636e+06,3.81231e+06,833’818,136’543,121’412,80’356.7,36’022.6,24’536.1,13’623.9,15’585.8,6’008.32,2’391.14,0,0,0,4.24717,5.53053,14.9571,3.02383,3.36049,81,-4.64227,53.32,14,11,0,91,10,1’012,55,14,12,0.5,0.3,14,1.78861e+07
7.77823,7,24,3,1.21736e+07,2.21223e+06,799’803,211’578,55’537.2,69’403.2,61’443.2,26’270.9,8’833.95,4’007.72,1’282.56,1’173.25,1’211.1,0,0,0,1.24771,1.73486,4.38032,3.02675,3.18575,80,-4.64228,53.32,14,13,0,92,10,1’012,46,14,12,0.5,0.3,14,4.70049e+06
7.77957,7,24,4,1.33263e+06,235’839,204’266,109’159,84’055,123’114,80’794.7,12’526.8,6’796.93,1’360.77,0,0,0,0,0,0,0.179121,0.807749,2.24984,3.0242,3.01383,81,-4.64227,53.32,14,10,0,91,10,1’012,49,14,12,0.5,0.3,14,1.03703e+06
7.78091,7,24,5,1.08738e+06,354’050,235’352,188’152,80’027.7,190’146,75’250,28’696.4,17’024.6,7’025.9,0,0,0,0,0,0,0.195416,1.10296,3.91074,3.02319,2.8729,69,-4.64227,53.32,14,8,0,91,10,1’012,53,14,12,0.4,0.3,14,1.37114e+06
7.78226,7,24,6,979’555,220’788,228’512,182’831,88’898.9,163’928,75’924.8,29’184.7,24’895.9,3’531.26,3’555.19,1’772.68,0,0,0,0,0.167455,0.998261,5.23608,3.00574,2.81794,68,-4.64224,53.32,14,5,0,91,10,1’012,57,14,12,0.4,0.3,14,1.19128e+06
7.7836,7,24,7,1.12628e+06,303’046,245’396,163’519,92’966,173’357,80’330.3,34’145.1,14’460.1,8’085.3,1’362.4,1’358.17,2’735.03,0,0,0,0.193547,1.04608,4.79418,3.00868,3.11803,76,-4.64228,53.32,14,5,0,90,10,1’012,58,14,12,0.4,0.3,14,1.31431e+06
7.78495,7,24,8,878’492,236’309,235’581,174’154,105’838,147’704,61’738.8,37’198.5,7’997.28,8’331,4’199.64,1’541.75,0,0,0,0,0.167358,0.964192,4.96822,3.02525,3.10737,80,-4.62194,53.3338,14,5,0,88,10,1’012,58,14,12,0.4,0.2,14,1.18795e+06
7.78629,7,24,9,904’007,303’049,238’547,134’377,76’169,115’648,51’764.9,25’746.8,11’975.9,7’029.85,4’981.61,0,0,0,0,0,0.179746,0.791398,4.08277,3.02388,3.242,80,-4.64218,53.3201,14,4,0,87,10,1’012,59,14,12,0.4,0.2,14,1.14903e+06
7.78763,7,24,10,1.19389e+06,264’470,196’629,142’762,64’469,76’201.9,52’417.4,28’056,12’019,5’592.32,2’743.83,2’595.98,0,0,0,0,0.173328,0.641954,4.39143,3.01179,3.23077,78,-4.64218,53.3201,15,4,0,87,10,1’011,65,15,12,0.4,0.2,14,1.02128e+06
7.78898,7,24,11,1.54334e+06,232’640,166’733,106’873,60’322.5,37’784.1,28’309.2,12’902.7,5’254.85,0,0,0,0,0,0,0,0.174731,0.481509,1.26786,3.01244,3.35128,78,-4.64216,53.3201,15,3,0,86,10,1’011,71,15,13,0.5,0.2,14,825’549
7.79032,7,24,12,2.13562e+06,274’649,178’831,75’204.8,26’253.9,35’467.1,26’336.1,6’839.5,4’041.72,1’402.35,1’459.78,0,0,0,0,0,0.215781,0.435449,1.44061,2.99744,3.10923,78,-4.64217,53.3201,15,2,0,86,10,1’011,77,15,13,0.5,0.2,14,846’266
7.79167,7,24,13,1.53857e+06,224’510,106’563,43’203.7,21’665,18’683.3,8’556.34,9’918.9,4’411.18,1’428.78,0,0,0,0,0,0,0.151371,0.282407,0.931975,2.99974,3.07842,76,-4.64213,53.3201,16,10,0,87,10,1’010,78,16,13,0.5,0.2,14,590’311
7.79301,7,24,14,3.10343e+06,300’506,171’531,71’922.8,28’307.7,43’177.5,33’696.1,10’516.5,6’055.88,0,1’650.92,0,0,0,0,0,0.266742,0.511905,1.65833,3.03606,3.13535,71,-4.64213,53.3201,16,18,0,87,10,1’010,79,16,14,0.7,0.4,14,934’106
7.79839,7,24,18,1.09617e+07,1.82405e+06,737’886,329’944,231’206,352’912,123’606,58’871.2,5’540.4,10’682.1,3’171.39,0,0,0,0,0,1.10499,2.90689,7.25839,2.95077,2.9359,39,-4.64216,53.3201,16,37,0.2,91,2,1’008,100,16,14,1.1,0.8,14,4.78286e+06
7.79973,7,24,19,7.88119e+06,1.21011e+06,819’777,573’594,302’688,521’286,194’733,59’291.1,28’628.5,17’018.7,1’753.28,0,0,0,0,0,0.885908,3.55305,9.98097,2.9981,3.03621,58,-4.64216,53.3201,15,37,1.8,93,4,1’007,100,15,14,1.1,0.8,14,4.61479e+06
7.80108,7,24,20,4.62046e+06,840’297,704’307,529’310,342’132,648’048,394’570,87’511.6,53’374.9,28’076.4,4’572.62,0,0,0,0,0,0.62128,3.73522,15.3688,3.01118,2.97412,68,-4.64217,53.3201,15,37,3.5,94,5,1’007,100,15,14,1.1,1,14,4.25348e+06
7.80242,7,24,21,3.98979e+06,635’650,625’472,428’523,346’572,574’596,431’632,130’318,74’685.8,49’590.7,3’487.24,0,0,0,0,0,0.529755,3.32835,19.1851,2.97222,2.73361,36,-4.6421,53.3201,15,36,5.1,96,7,1’006,100,15,15,1.1,1,14,3.83028e+06
7.80376,7,24,22,9.74831e+06,1.86539e+06,1.33902e+06,875’699,453’764,803’479,886’507,154’695,119’238,71’916.8,10’622.9,7’420.85,6’832.04,0,0,0,1.27118,5.35475,34.3064,3.004,2.74486,35,-4.64214,53.3201,15,38,3.4,96,8,1’006,100,15,15,1.1,1,14,7.86577e+06
7.80511,7,24,23,3.959e+07,8.53093e+06,4.48024e+06,2.13801e+06,906’598,1.34709e+06,1.66069e+06,270’928,113’782,122’915,37’699.6,36’460,16’858.4,29’485,14’288,19’158.7,4.95107,12.561,72.1143,3.0475,2.86958,48,-4.64215,53.3201,15,40,1.7,95,9,1’006,100,15,14,1.2,1.2,14,2.46762e+07
7.80645,7,25,0,5.19968e+07,1.07875e+07,5.28457e+06,2.46929e+06,1.31617e+06,2.23269e+06,2.94371e+06,710’601,321’536,147’230,42’896.2,27’363.6,8’609.5,8’691.68,5’840.06,5’765.18,6.21966,17.6803,108.115,2.94561,2.77073,41,-4.64217,53.3201,15,42,0,95,10,1’005,100,15,14,1.2,1.2,14,3.25321e+07
7.8078,7,25,1,4.91641e+07,1.00451e+07,4.7962e+06,2.28853e+06,1.24696e+06,1.97849e+06,2.43509e+06,549’776,234’243,105’967,28’251.7,13’535.3,0,4’921.41,0,0,5.78336,16.1459,82.1045,2.98327,2.79962,52,-4.64215,53.3201,15,40,0.4,96,10,1’004,100,15,14,1.2,1.2,14,2.95104e+07
7.80914,7,25,2,5.54837e+07,1.13503e+07,5.54264e+06,2.28228e+06,1.01767e+06,1.43075e+06,1.67341e+06,351’639,159’717,105’108,69’237.3,53’575.7,12’635.4,35’666.2,18’483.3,30’491.7,6.57612,14.754,89.4389,3.0207,2.87281,57,-4.64215,53.3201,15,38,0.8,97,9,1’003,100,15,14,1.1,1.3,14,3.07097e+07
7.81048,7,25,3,4.71645e+07,1.23886e+07,6.22193e+06,2.38225e+06,732’836,875’271,913’231,146’187,52’977.5,39’357.5,19’087.4,14’167.7,10’024.5,4’944.85,8’523.91,24’515.5,6.5604,12.5246,39.3754,3.00706,2.86765,68,-4.64215,53.3201,15,36,1.2,98,9,1’003,100,15,15,1.1,1.3,14,3.03943e+07
7.81183,7,25,4,5.55462e+07,1.45546e+07,7.3638e+06,2.81448e+06,1.07166e+06,1.45493e+06,1.8257e+06,410’099,189’811,129’940,35’950.6,51’768.8,35’169,23’008,8’850.65,35’315,7.73275,16.4998,90.4165,3.00923,2.90169,65,-4.64213,53.3201,15,32,0.8,97,9,1’003,95,15,14,1.1,1.3,14,3.77378e+07
7.81317,7,25,5,4.98674e+07,1.30725e+07,6.15359e+06,2.15595e+06,795’862,1.15059e+06,1.18885e+06,215’360,101’285,116’710,69’977.1,97’890.8,53’297.3,49’687.4,16’753,66’650.5,6.77616,13.5731,96.4505,3.02706,2.95059,68,-4.64215,53.3201,15,28,0.4,96,10,1’003,90,15,14,0.9,1,14,3.20811e+07
7.81452,7,25,6,4.17662e+07,1.18166e+07,5.73801e+06,1.86041e+06,626’068,615’810,687’479,145’452,98’954.3,164’532,118’037,173’619,106’963,97’854.6,59’573.8,147’659,6.02058,10.5397,130.607,3.0275,2.85578,64,-4.64216,53.3201,15,24,0,95,10,1’003,86,15,14,0.9,1,14,2.84776e+07
7.81586,7,25,7,4.24233e+07,1.29845e+07,6.68629e+06,2.17034e+06,655’789,868’363,813’613,154’197,82’762.3,63’394.4,23’235.4,16’164.1,20’331,24’045.7,1’711,25’500.8,6.57895,12.2294,43.7977,3.048,2.86815,65,-4.64997,53.3685,15,24,0,93,10,1’003,76,15,14,0.9,1,14,3.11692e+07
7.85484,7,26,12,580’561,204’635,208’151,125’054,59’228.6,61’798.6,13’787.4,14’726.2,5’219.47,3’741.22,0,0,0,0,0,0,0.137631,0.535794,1.60674,2.99477,3.07058,86,-5.67191,54.6654,15,17,0.6,80,10,1’005,66,15,12,0.8,0.5,14,833’972
7.85618,7,26,13,737’577,322’513,327’380,243’138,96’825.1,123’336,55’425.1,14’018.3,8’609.18,4’089.92,0,0,0,0,0,0,0.207338,0.963452,2.57638,3.01269,3.02256,78,-5.6719,54.6654,15,16,0.4,77,10,1’005,66,15,11,0.8,0.5,14,1.40267e+06
7.85753,7,26,14,1.08501e+06,475’289,545’335,322’363,136’805,154’769,79’587.2,26’822.9,13’931.6,12’703.5,2’742.03,0,0,0,0,0,0.327911,1.31475,5.08262,2.99718,3.02718,78,-5.67191,54.6654,16,16,0.3,74,10,1’005,66,16,11,0.8,0.5,14,2.09826e+06
7.85887,7,26,15,1.20403e+06,639’332,667’080,398’633,154’918,172’788,80’659.2,57’492.2,25’677.5,4’326.84,4’017.22,1’489.37,1’289.9,0,0,0,0.403387,1.54012,6.55443,2.99649,3.11597,77,-5.67191,54.6654,16,15,0.1,71,10,1’005,66,16,11,0.8,0.5,14,2.61109e+06
7.86022,7,26,16,1.21095e+06,536’115,545’105,248’209,91’577.9,57’127.3,42’947.7,16’245,5’282.7,2’823.24,1’259.58,0,0,0,0,0,0.343595,0.877052,2.39842,2.99727,3.25571,77,-5.67191,54.6654,16,15,0.1,72,10,1’006,52,16,11,0.8,0.5,14,1.89029e+06
7.86156,7,26,17,1.2603e+06,557’410,514’792,246’498,81’596.9,60’537,44’777.9,21’488.9,8’154.25,1’300.06,0,0,0,1’365.68,0,0,0.337643,0.86444,2.25318,2.99987,3.22857,77,-5.6719,54.6654,16,15,0,73,10,1’006,38,16,11,0.7,0.4,14,1.87556e+06
7.8629,7,26,18,1.00176e+06,494’329,469’160,225’359,80’437.3,51’971.6,37’125,15’144.3,1’340.19,3’791.38,0,0,0,0,0,0,0.298265,0.778453,1.88049,3.00013,3.28273,77,-5.67193,54.6654,16,15,0,74,10,1’006,24,16,11,0.7,0.4,14,1.67692e+06
7.86425,7,26,19,1.16683e+06,519’799,396’877,240’384,83’508.6,47’910.7,56’315.7,16’408.1,9’592.1,1’378.66,0,0,2’705.52,0,0,0,0.284112,0.767731,2.21898,3,3.19247,77,-5.67195,54.6654,15,15,0,75,10,1’006,32,15,11,0.7,0.4,14,1.65899e+06
7.86559,7,26,20,1.32022e+06,574’072,543’009,340’924,136’417,134’447,51’445.7,31’941.5,5’706.07,2’643.53,4’307.19,1’400.97,2’570.34,0,1’369.54,0,0.353714,1.28823,4.37986,3.00038,3.13513,78,-5.67193,54.6654,15,16,0,76,10,1’006,40,15,11,0.7,0.4,14,2.18397e+06
7.86694,7,26,21,2.42073e+06,562’036,466’959,243’609,88’262.2,109’548,48’895.4,30’342.5,11’192,1’440.24,4’286.74,0,0,1’324.31,0,0,0.380886,1.07823,3.71393,2.99718,3.12218,78,-5.67194,54.6654,15,16,0,78,10,1’006,48,15,11,0.7,0.4,14,1.94878e+06
7.86828,7,26,22,1.9688e+06,573’436,516’941,305’458,108’394,121’492,43’354.1,23’382.9,18’558.7,4’143.45,2’781.67,0,0,0,0,0,0.376888,1.19509,3.94828,3.01228,2.96266,79,-5.6719,54.6654,14,15,0,80,10,1’006,65,14,11,0.7,0.4,14,2.09483e+06
7.86962,7,26,23,2.03362e+06,607’288,523’105,344’217,123’108,194’237,66’176,40’759.8,22’522.9,4’404.1,4’385.35,0,1’398.01,0,0,0,0.388028,1.50166,5.37742,3.06667,2.96267,75,-5.67191,54.6654,14,13,0,82,10,1’006,83,14,11,0.7,0.4,14,2.31963e+06
7.87097,7,27,0,2.11621e+06,544’557,483’134,302’567,135’403,200’965,80’149,52’357,21’061.4,9’617.1,3’318.88,1’512.59,0,0,0,0,0.368036,1.49044,6.55885,2.98797,2.79149,74,-5.6719,54.6654,13,12,0,84,10,1’006,100,13,11,0.7,0.4,14,2.20268e+06
7.87231,7,27,1,1.77694e+06,517’261,439’276,293’428,147’101,211’976,82’055.3,27’692.2,9’931.6,6’690.16,3’351.24,1’554.75,0,0,0,0,0.330742,1.50088,5.23492,3.0174,2.79836,73,-5.6719,54.6654,13,13,1,87,9,1’005,100,13,11,0.7,0.4,14,2.07106e+06
7.87366,7,27,2,1.91768e+06,547’892,492’593,355’897,192’499,267’664,112’423,42’041.9,10’156.6,1’829.41,1’741.65,1’767.74,0,0,0,0,0.361808,1.83941,5.44529,3.02671,2.759,70,-5.67194,54.6654,13,14,1.9,90,8,1’004,100,13,12,0.7,0.5,14,2.38831e+06
7.875,7,27,3,2.66012e+06,567’030,440’208,281’520,185’591,259’887,139’223,43’413.8,24’046.2,1’914.8,2’115.97,0,1’888.21,0,0,0,0.383236,1.76427,5.70726,3.01459,2.76262,61,-5.67192,54.6654,13,15,2.9,94,7,1’003,100,13,12,0.7,0.5,14,2.33007e+06
7.87634,7,27,4,5.09003e+06,630’897,467’726,344’605,190’299,306’191,172’211,45’483.7,24’843.9,10’922.7,0,2’182.02,2’251.02,0,0,0,0.527133,2.11955,7.74017,3.02741,2.78069,58,-5.67192,54.6654,13,18,2.9,94,7,1’001,100,13,12,0.7,0.5,14,2.72474e+06
7.87769,7,27,5,4.08305e+06,567’934,458’589,329’064,201’937,357’536,323’145,71’258.7,25’255.7,22’836.8,2’885.01,0,0,0,0,0,0.462614,2.23122,10.685,2.974,2.698,45,-5.67194,54.6654,14,21,2.8,93,7,1’000,100,14,13,0.8,0.8,14,2.82306e+06
7.87903,7,27,6,2.79016e+06,378’268,402’647,291’350,197’549,324’346,225’889,45’064.3,15’895.2,23’905.8,2’656.96,2’529.5,0,0,0,0,0.347762,1.96989,9.57044,2.97714,2.72714,49,-5.67193,54.6654,14,23,2.8,93,7,999,100,14,13,0.8,0.8,14,2.25786e+06
7.88038,7,27,7,4.3941e+06,504’638,311’543,317’754,196’325,285’164,271’347,47’689.6,12’660.6,6’434.23,4’153.17,2’085.99,2’140.89,2’019.42,0,0,0.413981,1.92507,8.21481,3.02759,2.72603,58,-5.6719,54.6654,14,23,4.4,94,6,998,100,14,13,0.8,0.8,14,2.37794e+06
7.88172,7,27,8,2.51293e+06,298’778,286’761,220’520,124’111,198’655,147’066,22’690.8,9’636.95,1’929.34,1’943.85,0,0,0,0,0,0.27886,1.30948,4.13444,3.02188,2.72359,64,-5.67193,54.6654,14,24,6.1,94,6,996,100,14,13,0.8,1.2,14,1.59095e+06
7.88306,7,27,9,4.41646e+06,587’396,642’602,510’001,276’384,499’179,309’420,52’012.9,19’116.8,14’323.8,7’032.9,2’263.7,4’734.75,0,0,0,0.550218,3.0503,11.505,3.02863,2.78196,51,-5.6719,54.6654,14,24,7.7,95,5,995,100,14,13,0.8,1.2,14,3.47468e+06
7.88441,7,27,10,2.44267e+06,389’584,371’021,285’189,159’973,283’161,237’672,60’145.9,58’635.2,28’065,28’116.4,18’124.4,10’100.7,0,1’889.02,0,0.319815,1.73913,23.2642,3.00645,2.72887,62,-5.67192,54.6654,14,24,5.1,93,7,995,93,14,13,0.8,1.2,14,2.25149e+06
7.88575,7,27,11,2.45758e+06,787’165,912’823,656’922,388’870,714’840,485’355,138’752,86’876.2,71’125,31’038.4,17’159,5’882.46,7’267.35,0,0,0.579651,4.09168,35.3678,3.00813,2.79563,64,-5.6719,54.6654,13,24,2.6,91,8,995,86,13,12,0.6,1.2,14,4.88373e+06
7.8871,7,27,12,1.16698e+06,433’056,502’173,352’675,196’980,281’775,101’698,13’342.6,12’007,8’993.84,3’110.77,0,0,0,0,0,0.310135,1.83799,5.10654,3.02557,2.87418,79,-5.67191,54.6654,13,24,0,89,10,995,79,13,12,0.6,1.2,14,2.21595e+06
7.88844,7,27,13,445’331,75’302.2,51’558.6,49’706.2,41’250.9,46’151.8,29’583.1,22’139,13’367.4,8’805.67,971.647,1’340.75,0,0,0,0,0.0530525,0.311558,3.28237,3.027,3.15438,80,-5.67191,54.6654,13,27,0,86,10,996,79,13,11,0.6,1.2,14,393’230
7.88978,7,27,14,419’982,154’430,224’893,138’147,73’965.5,102’469,62’552,19’957,17’213.9,0,2’507.51,0,0,0,0,0,0.128003,0.694778,3.00596,3.02467,3.004,45,-5.67195,54.6654,14,30,0,83,10,997,79,14,11,0.9,1.2,14,924’137
7.89113,7,27,15,830’685,291’185,214’404,158’830,171’363,158’288,36’687.8,0,0,36’536,0,0,0,0,0,0,0.166737,1.08856,5.04198,2.85,3.08429,7,-5.6719,54.6654,14,33,0,81,10,998,80,14,11,0.9,1.2,14,1.23403e+06
7.89247,7,27,16,2.10402e+06,887’151,830’707,696’076,338’210,490’460,205’231,117’593,49’074.7,20’737.8,14’500.2,0,0,0,0,0,0.547409,3.26572,14.9748,2.97167,2.89444,18,-5.67192,54.6654,14,30,0,79,10,999,66,14,10,0.9,1.2,14,4.19715e+06
7.89382,7,27,17,1.28092e+06,486’972,428’958,319’017,110’117,254’825,76’898.4,22’047.3,33’307.8,10’960.7,10’919.2,0,0,0,0,0,0.298426,1.57153,7.58687,2.89083,2.88667,12,-5.6719,54.6654,14,27,0,76,10,1’000,53,14,10,1.4,1.1,14,2.05245e+06
7.89516,7,27,18,796’406,374’138,292’182,259’203,142’229,144’730,92’455.8,51’740.7,48’756.6,17’855.5,8’020.02,0,0,2’621.54,0,0,0.204172,1.11777,8.78488,3.00571,2.69755,49,-5.67194,54.6654,15,24,0,74,10,1’002,40,15,10,1.4,1.1,14,1.63811e+06
7.89651,7,27,19,856’866,337’416,373’473,281’381,144’777,201’338,104’337,40’611.1,28’294,8’109.09,4’021.04,0,0,0,0,0,0.232136,1.35331,6.12601,3.09742,2.72677,31,-5.6719,54.6654,14,23,0,77,10,1’003,53,14,10,1.4,1.1,14,1.75589e+06
7.94624,7,29,8,2.16821e+06,902’908,863’358,816’522,487’616,489’848,392’274,118’557,74’574.6,19’528.1,7’237.77,4’875.05,4’629.83,0,0,0,0.565114,3.61633,18.4831,2.95635,2.66788,52,-5.46512,54.9233,12,15,0,78,10,1’019,38,12,8,0.2,0.2,14,4.74704e+06
7.94758,7,29,9,1.37454e+06,658’586,644’547,644’334,269’808,373’995,253’273,85’652.8,39’919.7,21’357.3,8’244.37,4’416.12,1’957.63,0,2’199.5,0,0.407085,2.58983,14.0657,3.02655,2.7831,58,-5.39392,55.0125,12,19,0.1,77,10,1’018,90,12,8,0.5,0.4,14,3.41537e+06
7.94892,7,29,10,1.22163e+06,654’459,595’742,549’589,257’868,321’508,212’713,90’739.1,32’697.4,16’228.4,9’916.75,1’405.06,0,0,0,0,0.380009,2.29461,11.8662,3.026,2.83637,80,-5.30606,55.0959,12,17,0.1,76,10,1’018,92,12,8,0.5,0.4,14,3.12287e+06
7.95027,7,29,11,1.51288e+06,622’218,736’777,623’542,269’647,377’718,228’210,124’377,43’272,24’514.4,14’994.2,17’058.6,1’853.29,0,1’944.9,1’937.53,0.442082,2.61998,21.3915,3.00769,2.79169,65,-5.20002,55.1767,12,16,0.1,74,10,1’018,94,12,8,0.4,0.3,14,3.53015e+06
7.95161,7,29,12,1.64667e+06,684’050,839’572,708’931,307’335,451’539,213’350,65’703.4,60’935,21’031.2,9’638.67,8’187.89,3’253,1’675.97,0,3’096.29,0.497065,3.0477,16.415,3.02493,2.8004,75,-5.12608,55.2663,13,16,0,64,10,1’018,49,13,7,0.6,0.4,14,3.87536e+06
7.95296,7,29,13,1.5267e+06,795’814,775’078,696’049,271’209,364’116,143’276,74’651.2,45’172.4,8’412.74,11’466.3,7’947.33,4’225.9,1’434.39,1’336.91,0,0.483448,2.67703,13.9078,3.02588,2.994,80,-5.02819,55.3471,14,15,0,63,10,1’018,66,14,7,0.6,0.4,14,3.68364e+06
7.9543,7,29,14,1.34134e+06,648’493,734’487,579’593,199’141,280’087,161’393,71’012.1,26’484.4,18’111.2,5’669.72,2’812.69,2’831.39,2’708.02,0,1’322.65,0.436741,2.14424,10.4064,3.01026,3.04974,78,-4.93092,55.4137,14,14,0,63,10,1’018,83,14,7,0.5,0.4,14,3.17089e+06
7.95565,7,29,15,1.2251e+06,565’080,627’541,596’355,212’728,254’032,165’328,71’846.5,37’970.2,18’324.8,5’505.28,2’885.7,4’154.89,0,0,0,0.379494,2.0347,10.9141,3.02696,2.9981,79,-4.8393,55.4898,14,13,0,63,10,1’018,100,14,7,0.5,0.4,14,2.94125e+06
7.95699,7,29,16,871’785,455’530,460’039,358’557,177’361,193’867,89’760.5,54’634.6,20’469.1,12’852.7,5’750.41,1’553.57,0,0,0,0,0.282787,1.49316,7.49112,3.01179,2.98974,78,-4.71779,55.5494,14,12,0,66,10,1’018,97,14,7,0.5,0.4,14,2.11316e+06
7.95833,7,29,17,857’506,452’137,474’796,447’402,184’856,282’489,98’572.3,43’678.2,31’725.6,16’118.3,10’174,2’892.49,2’934.81,0,0,1’533.33,0.286399,1.87337,9.95579,3.01291,2.90266,79,-4.67705,55.5462,13,11,0,69,10,1’018,94,13,8,0.2,0.2,14,2.33571e+06
7.95968,7,29,18,1.02949e+06,563’707,478’307,455’913,170’220,189’331,116’209,70’020.8,28’518.6,23’325.5,15’968.6,6’452.3,2’741.53,2’768.82,1’437.84,1’212.38,0.313144,1.57578,13.4835,3.01272,3.14074,81,-4.67704,55.5462,13,10,0,73,10,1’018,91,13,8,0.2,0.2,14,2.43928e+06
7.96102,7,29,19,1.67381e+06,673’216,620’627,487’179,207’919,284’333,107’837,58’504.5,37’383.6,11’510.6,7’189.69,1’436.39,2’827.58,0,0,0,0.415986,2.07692,9.23412,3.01538,3.02103,78,-4.67699,55.5462,13,14,0,77,10,1’018,94,13,9,0.2,0.2,14,2.91595e+06
7.96237,7,29,20,799’415,443’666,445’357,342’072,127’853,177’779,92’824,39’567.1,23’571.9,7’174.34,5’572.85,1’315.37,0,0,0,1’370.71,0.272024,1.33702,6.4807,3.02692,3.00077,78,-4.67705,55.5462,13,17,0,80,10,1’018,97,13,9,0.5,0.2,14,1.98015e+06
7.96371,7,29,21,879’051,390’011,401’922,291’870,158’283,149’578,92’010.6,37’395.7,12’131.7,10’714.2,6’351.54,4’517.2,0,0,0,0,0.251833,1.2325,7.50301,3.05147,2.93267,75,-4.67704,55.5462,13,21,0,84,10,1’018,100,13,10,0.5,0.2,14,1.80662e+06
8.01478,7,31,11,1.10615e+06,291’183,241’372,157’951,53’565.6,56’355.3,59’932.4,21’034.1,8’239.4,6’357.87,4’254.25,0,0,0,0,2’204.2,0.189162,0.586701,3.45109,2.96755,3.3051,49,-4.9313,55.5383,18,8,0,76,10,1’007,23,18,14,0.9,0.6,14,1.09161e+06
8.01613,7,31,12,1.58559e+06,406’689,399’164,316’971,149’586,206’761,109’858,56’174.1,34’502.3,19’809.3,6’858.51,3’824.2,2’502.75,0,0,0,0.289437,1.4655,10.1246,3.00421,3.32974,76,-5.08739,55.541,19,9,0,73,10,1’006,18,19,14,1.1,0.6,14,2.00214e+06
